SBS_Code,SBS_Code_Hyphenated,Short_Description,Long_Description,Chapter,Chapter_Name,Block,Block_Name,Definition,Includes,Excludes ,Guidelines,
905950042,90595-00-42,Applic/rev/immobil/support device neck only  bil,"Application or revision of immobilisation device or support, neck only, bilateral",19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1870,"Interventions involving assistive or adaptive device, aid or equipment",,"Bone
Bursa
Fascia
Joint
Joint Capsule
Ligament
Muscle
Soft Tissue
Synovial Cavity
Tendon",,,
905950051,90595-00-51,Applic/rev/immobil/support device short arm  uni,"Application or revision of immobilisation device or support, short arm, unilateral",19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1870,"Interventions involving assistive or adaptive device, aid or equipment",,"Bone
Bursa
Fascia
Joint
Joint Capsule
Ligament
Muscle
Soft Tissue
Synovial Cavity
Tendon",,,
905950052,90595-00-52,Applic/rev/immobil/support device short arm  bil,"Application or revision of immobilisation device or support, short arm, bilateral",19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1870,"Interventions involving assistive or adaptive device, aid or equipment",,"Bone
Bursa
Fascia
Joint
Joint Capsule
Ligament
Muscle
Soft Tissue
Synovial Cavity
Tendon",,,
905950061,90595-00-61,Applic/rev/immobil/support device long arm  uni,"Application or revision of immobilisation device or support, long arm, unilateral",19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1870,"Interventions involving assistive or adaptive device, aid or equipment",,"Bone
Bursa
Fascia
Joint
Joint Capsule
Ligament
Muscle
Soft Tissue
Synovial Cavity
Tendon",,,
905950062,90595-00-62,Applic/rev/immobil/support device long arm  bil,"Application or revision of immobilisation device or support, long arm, bilateral",19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1870,"Interventions involving assistive or adaptive device, aid or equipment",,"Bone
Bursa
Fascia
Joint
Joint Capsule
Ligament
Muscle
Soft Tissue
Synovial Cavity
Tendon",,,
905950071,90595-00-71,Applic/rev/immobil/support device short leg  uni,"Application or revision of immobilisation device or support, short leg, unilateral",19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1870,"Interventions involving assistive or adaptive device, aid or equipment",,"Bone
Bursa
Fascia
Joint
Joint Capsule
Ligament
Muscle
Soft Tissue
Synovial Cavity
Tendon",,,
905950072,90595-00-72,Applic/rev/immobil/ support device short leg  bil,"Application or revision of immobilisation device or support, short leg, bilateral",19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1870,"Interventions involving assistive or adaptive device, aid or equipment",,"Bone
Bursa
Fascia
Joint
Joint Capsule
Ligament
Muscle
Soft Tissue
Synovial Cavity
Tendon

","Noninvasive Diagnostic Imaging Interventions 
(See Chapter 20 Imaging Services)",,
905950081,90595-00-81,Applic/rev/immobil/support device long leg  uni,"Application or revision of immobilisation device or support, long leg, unilateral",19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1870,"Interventions involving assistive or adaptive device, aid or equipment",,"Bone
Bursa
Fascia
Joint
Joint Capsule
Ligament
Muscle
Soft Tissue
Synovial Cavity
Tendon

","Noninvasive Diagnostic Imaging Interventions 
(See Chapter 20 Imaging Services)",,
905950082,90595-00-82,Applic/rev/immobil/ support device long leg  bil,"Application or revision of immobilisation device or support, long leg, bilateral",19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1870,"Interventions involving assistive or adaptive device, aid or equipment",,"
Bone
Bursa
Fascia
Joint
Joint Capsule
Ligament
Muscle
Soft Tissue
Synovial Cavity
Tendon

","Noninvasive Diagnostic Imaging Interventions 
(See Chapter 20 Imaging Services)",,
905950091,90595-00-91,Applic/rev/immobil/support device other  uni,"Application or revision of immobilisation device other, unilateral",19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1870,"Interventions involving assistive or adaptive device, aid or equipment",,"Bone
Bursa
Fascia
Joint
Joint Capsule
Ligament
Muscle
Soft Tissue
Synovial Cavity
Tendon

","Noninvasive Diagnostic Imaging Interventions 
(See Chapter 20 Imaging Services)",,
905950092,90595-00-92,Applic/rev/immobil/ support device other  bil,"Application or revision of immobilisation device other, bilateral",19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1870,"Interventions involving assistive or adaptive device, aid or equipment",,"Bone
Bursa
Fascia
Joint
Joint Capsule
Ligament
Muscle
Soft Tissue
Synovial Cavity
Tendon

","Noninvasive Diagnostic Imaging Interventions 
(See Chapter 20 Imaging Services)",,
960920000,96092-00-00,Applic fit adjust/ replace other assist device,"Application, fitting, adjustment or replacement of other assistive or adaptive device, aid or equipment",19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1870,"Interventions involving assistive or adaptive device, aid or equipment",,"Instructions of the Use and the Care of Assisitive Device or Adaptive Device, Aid or Equipment","Noninvasive Diagnostic Imaging Interventions (See Chapter 20 Imaging Services)
Application of:
• Immobilisation Devices for Fracture or Dislocation (See Alphabetic Index: Immobilisation/Fracture or Immobilisation/Dislocation)
• Traction Devices Classified Elsewhere 
(See Alphabetic Index: Traction)
Implantation of Prosthetic Device of Limb (See Alphabetic Index: Implant/Prosthesis)
Insertion of Prosthetic Device 
(See Alphabetic Index: Insertion/Prosthesis)
Interventions Involving Assistive or Adaptive Device, Aid or Equipment, Classified Elsewhere:
• Assessment of Need for Device (96024-00-00 [1822])
• Assistance with Application of Device (96165-00-00 [1914])
• Counselling or Education Regarding Device (96071-00-00 [1867])
• Measurement of Device (96024-00-00 [1822])
• Prescription for Device (96024-00-00 [1822])
• Review only of Device (96025-00-00 [1822])
• Skills Training In Use of Device (96142-00-00 [1878])",,
960920010,96092-00-10,Fitting spectacles,Fitting of spectacles,19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1870,"Interventions involving assistive or adaptive device, aid or equipment",An aid of spectacles to help find a proper fitting pair of glasses,,"Noninvasive Diagnostic Imaging Interventions (See Chapter 20 Imaging Services)
Application of:
• Immobilisation Devices for Fracture or Dislocation (See Alphabetic Index: Immobilisation/Fracture or Immobilisation/Dislocation)
• Traction Devices Classified Elsewhere 
(See Alphabetic Index: Traction)
Implantation of Prosthetic Device of Limb (See Alphabetic Index: Implant/Prosthesis)
Insertion of Prosthetic Device 
(See Alphabetic Index: Insertion/Prosthesis)
Interventions Involving Assistive or Adaptive Device, Aid or Equipment, Classified Elsewhere:
• Assessment of Need for Device (96024-00-00 [1822])
• Assistance with Application of Device (96165-00-00 [1914])
• Counselling or Education Regarding Device (96071-00-00 [1867])
• Measurement of Device (96024-00-00 [1822])
• Prescription for Device (96024-00-00 [1822])
• Review only of Device (96025-00-00 [1822])
• Skills Training In Use of Device (96142-00-00 [1878])",,
960920020,96092-00-20,Fitting contact lenses,Fitting of contact lenses,19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1870,"Interventions involving assistive or adaptive device, aid or equipment",Fitting of contact lenses,,"Noninvasive Diagnostic Imaging Interventions (See Chapter 20 Imaging Services)
Application of:
• Immobilisation Devices for Fracture or Dislocation (See Alphabetic Index: Immobilisation/Fracture or Immobilisation/Dislocation)
• Traction Devices Classified Elsewhere 
(See Alphabetic Index: Traction)
Implantation of Prosthetic Device of Limb (See Alphabetic Index: Implant/Prosthesis)
Insertion of Prosthetic Device 
(See Alphabetic Index: Insertion/Prosthesis)
Interventions Involving Assistive or Adaptive Device, Aid or Equipment, Classified Elsewhere:
• Assessment of Need for Device (96024-00-00 [1822])
• Assistance with Application of Device (96165-00-00 [1914])
• Counselling or Education Regarding Device (96071-00-00 [1867])
• Measurement of Device (96024-00-00 [1822])
• Prescription for Device (96024-00-00 [1822])
• Review only of Device (96025-00-00 [1822])
• Skills Training In Use of Device (96142-00-00 [1878])",,
960920031,96092-00-31,Fitting orthotic  uni,"Fitting of orthotic, unilateral",19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1870,"Interventions involving assistive or adaptive device, aid or equipment","Fitting of orthotic, one side",,"Noninvasive Diagnostic Imaging Interventions (See Chapter 20 Imaging Services)
Application of:
• Immobilisation Devices for Fracture or Dislocation (See Alphabetic Index: Immobilisation/Fracture or Immobilisation/Dislocation)
• Traction Devices Classified Elsewhere 
(See Alphabetic Index: Traction)
Implantation of Prosthetic Device of Limb (See Alphabetic Index: Implant/Prosthesis)
Insertion of Prosthetic Device 
(See Alphabetic Index: Insertion/Prosthesis)
Interventions Involving Assistive or Adaptive Device, Aid or Equipment, Classified Elsewhere:
• Assessment of Need for Device (96024-00-00 [1822])
• Assistance with Application of Device (96165-00-00 [1914])
• Counselling or Education Regarding Device (96071-00-00 [1867])
• Measurement of Device (96024-00-00 [1822])
• Prescription for Device (96024-00-00 [1822])
• Review only of Device (96025-00-00 [1822])
• Skills Training In Use of Device (96142-00-00 [1878])",,
960920032,96092-00-32,Fitting orthotic  bil,"Fitting of orthotic, bilateral",19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1870,"Interventions involving assistive or adaptive device, aid or equipment","Fitting of orthotic, both sides",,"Noninvasive Diagnostic Imaging Interventions (See Chapter 20 Imaging Services)
Application of:
• Immobilisation Devices for Fracture or Dislocation (See Alphabetic Index: Immobilisation/Fracture or Immobilisation/Dislocation)
• Traction Devices Classified Elsewhere 
(See Alphabetic Index: Traction)
Implantation of Prosthetic Device of Limb (See Alphabetic Index: Implant/Prosthesis)
Insertion of Prosthetic Device 
(See Alphabetic Index: Insertion/Prosthesis)
Interventions Involving Assistive or Adaptive Device, Aid or Equipment, Classified Elsewhere:
• Assessment of Need for Device (96024-00-00 [1822])
• Assistance with Application of Device (96165-00-00 [1914])
• Counselling or Education Regarding Device (96071-00-00 [1867])
• Measurement of Device (96024-00-00 [1822])
• Prescription for Device (96024-00-00 [1822])
• Review only of Device (96025-00-00 [1822])
• Skills Training In Use of Device (96142-00-00 [1878])",,
960920041,96092-00-41,Fitting/ testing hearing aid  uni,"Fitting/ testing of hearing aid, unilateral",19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1870,"Interventions involving assistive or adaptive device, aid or equipment","Fitting or testing of hearing aid, one side ",,"Noninvasive Diagnostic Imaging Interventions (See Chapter 20 Imaging Services)
Application of:
• Immobilisation Devices for Fracture or Dislocation (See Alphabetic Index: Immobilisation/Fracture or Immobilisation/Dislocation)
• Traction Devices Classified Elsewhere 
(See Alphabetic Index: Traction)
Implantation of Prosthetic Device of Limb (See Alphabetic Index: Implant/Prosthesis)
Insertion of Prosthetic Device 
(See Alphabetic Index: Insertion/Prosthesis)
Interventions Involving Assistive or Adaptive Device, Aid or Equipment, Classified Elsewhere:
• Assessment of Need for Device (96024-00-00 [1822])
• Assistance with Application of Device (96165-00-00 [1914])
• Counselling or Education Regarding Device (96071-00-00 [1867])
• Measurement of Device (96024-00-00 [1822])
• Prescription for Device (96024-00-00 [1822])
• Review only of Device (96025-00-00 [1822])
• Skills Training In Use of Device (96142-00-00 [1878])",,
